name,identity,CAI
PE_MAGa1630,0.7384999999999999,"0.761713189019753
"
PE_MAGa1640,0.5915,"0.7744250083395585
"
PE_MAGa1650,0.6064,"0.7373065409451796
"
PE_MAGa1660,0.5667,"0.7011003133128132
"
PE_MAGa1670,0.5603,"0.71192270811897
"
PE_MAGa1680,0.6620999999999999,"0.7901075362537785
"
PE_MAGa1690,0.7197,"0.7841923464856763
"
PE_MAGa1700,0.5678,"0.7935675322902418
"
PE_MAGa1710,0.6313000000000001,"0.778601029857364
"
PE_MAGa1720,0.6846,"0.7248104950607936
"
PE_MAGa1730,0.7869,"0.7862361679454235
"
PE_MAGa1740,0.7348,"0.7824773914873874
"
PE_MAGa1750,0.5505,"0.7431070977078537
"
PE_MAGa1760,0.8279000000000001,"0.7772321661333835
"
PE_MAGa1770,0.5632,"0.7637840545558727
"
PE_MAGa1780,0.49229999999999996,"0.731748093993172
"
PE_MAGa1790,0.7574,"0.7821385125903502
"
PE_MAGa1800,0.5972,"0.8013511583265791
"
PE_MAGa1810,0.6075,"0.7765900998499288
"
PE_MAGa1820,0.7717,"0.8108570131136934
"
PE_MAGa1830,0.7651000000000001,"0.7787384481144564
"
PE_MAGa1840,0.4892,"0.8410672233300808
"
PE_MAGa1850,0.452,"0.7912044511929552
"
PE_MAGa1860,0.6466,"0.7901402660742147
"
PE_MAGa1870,0.5758,"0.8048474887350818
"
PE_MAGa1880,0.2917,"0.6455579222229298
"
PE_MAGa1890,0.7619,"0.7758178545680692
"
PE_MAGa1900,0.7576,"0.7035357532297821
"
PE_MAGa1910,0.2787,"0.7631006823459271
"
PE_MAGa1920,0.4255,"0.6879539956269244
"
PE_MAGa1930,0.5373,"0.7513250254622665
"
PE_MAGa1940,0.5803,"0.7881452410475275
"
PE_MAGa1950,0.5979,"0.7424261418195769
"
PE_MAGa1960,0.326,"0.7143828990539248
"
PE_MAGa1970,0.5505,"0.7300284015358087
"
PE_MAGa1980,0.5955,"0.7599698585768911
"
PE_MAGa1990,0.5471,"0.7089565728557334
"
PE_MAGa2000,0.46530000000000005,"0.7300818648318652
"
PE_MAGa2010,0.7746,"0.8071005898305383
"
PE_MAGa2020,0.8205,"0.7646157866465153
"
PE_MAGa2030,0.7591,"0.7693017731616064
"
PE_MAGa2040,0.3726,"0.7177779155704167
"
PE_MAGa2050,0.3034,"0.7095029250504055
"
PE_MAGa2060,0.4054,"0.7470599597823723
"
PE_MAGa2070,0.5467000000000001,"0.6491106959081426
"
PE_MAGa2080,0.2755,"0.7239333842771076
"
PE_MAGa2090,0.6244,"0.7747067031004059
"
PE_MAGa2100,0.6212,"0.7902848718017046
"
PE_MAGa2110,0.6083,"0.7924263813083282
"
PE_MAGa2120,0.5963,"0.7666064528871622
"
PE_MAGa2130,0.4514,"0.7588135774135684
"
PE_MAGa2140,0.4929,"0.6979510379734766
"
PE_MAGa2150,0.5972,"0.7337399358344128
"
PE_MAGa2160,0.297,"0.7626145372165745
"
PE_MAGa2170,0.2545,"0.6715377642499182
"
PE_MAGa2180,0.4337,"0.7498442931305105
"
PE_MAGa2190,0.2805,"0.7633608862348588
"
PE_MAGa2200,0.5224,"0.7255245625905742
"
PE_MAGa2210,0.3396,"0.7028784720608967
"
PE_MAGa2220,0.30829999999999996,"0.6993806777518059
"
PE_MAGa2230,0.2721,"0.7134006747793916
"
PE_MAGa2240,0.5753,"0.7447371140707867
"
PE_MAGa2250,0.3814,"0.7074235739349738
"
PE_MAGa2260,0.46640000000000004,"0.7481786333977835
"
PE_MAGa2270,0.3186,"0.704653916244913
"
PE_MAGa2280,0.419,"0.6623563049807257
"
PE_MAGa2290,0.5389,"0.7124043198452146
"
PE_MAGa2300,0.3346,"0.655171458226054
"
PE_MAGa2310,0.6864,"0.709141355361755
"
PE_MAGa2320,0.5517000000000001,"0.7872047646868614
"
PE_MAGa2330,0.2975,"0.7675868756027648
"
PE_MAGa2340,0.46630000000000005,"0.6903146070681138
"
PE_MAGa2350,0.5455,"0.7822704373587043
"
PE_MAGa2360,0.5793,"0.7252544054663754
"
PE_MAGa2370,0.5103,"0.7209406278784117
"
PE_MAGa2380,0.26670000000000005,"0.7166942148187494
"
PE_MAGa2390,0.31320000000000003,"0.7142965354011928
"
PE_MAGa2400,0.5619,"0.7795033828789085
"
PE_MAGa2410,0.5551,"0.7478661813826302
"
PE_MAGa2420,0.3836,"0.7339037342287319
"
PE_MAGa2430,0.4286,"0.6228706270996509
"
PE_MAGa2440,0.5491,"0.7303471240485796
"
PE_MAGa2450,0.4338,"0.6976634061906181
"
PE_MAGa2460,0.3995,"0.7672771171855272
"
PE_MAGa2470,0.479,"0.7615942986697838
"
PE_MAGa2480,0.3186,"0.7740476022695087
"
PE_MAGa2490,0.5172,"0.738252283064618
"
PE_MAGa2500,0.5408,"0.708799234226127
"
PE_MAGa2510,0.6462000000000001,"0.7333980823476739
"
PE_MAGa2520,0.2823,"0.7214898346016101
"
PE_MAGa2530,0.2918,"0.7034670390663008
"
PE_MAGa2540,0.5846,"0.7355144345519989
"
PE_MAGa2550,0.2965,"0.7157513379594376
"
PE_MAGa2560,0.5706,"0.7476960923159547
"
PE_MAGa2570,0.4056,"0.6904783661896932
"
PE_MAGa2580,0.4516,"0.6895071596305439
"
PE_MAGa2590,0.306,"0.6999897680201908
"
PA_MAGa0010,0.2626,"0.7520849353780114
"
PA_MAGa0020,0.3009,"0.7743816750370905
"
PA_MAGa0030,0.5692,"0.7298540790893134
"
PA_MAGa0040,0.4036,"0.7163447517940523
"
PA_MAGa0050,0.2892,"0.6994135742639652
"
PA_MAGa0060,0.547,"0.6701533806417937
"
PA_MAGa0070,0.38530000000000003,"0.7036666619466067
"
PA_MAGa0080,0.5528000000000001,"0.6999700222278361
"
PA_MAGa0090,0.6246,"0.7335989041367139
"
PA_MAGa0100,0.5261,"0.7262166956007127
"
PA_MAGa0110,0.2543,"0.7272332904479694
"
PA_MAGa0120,0.4172,"0.6864258576551489
"
PA_MAGa0130,0.5903,"0.7270253339938779
"
PA_MAGa0140,0.275,"0.6988426930597004
"
PA_MAGa0150,0.2803,"0.6749937026192988
"
PA_MAGa0160,0.37939999999999996,"0.6860744020836285
"
PA_MAGa0170,0.433,"0.7171645428630528
"
PA_MAGa0180,0.2671,"0.6729256565796564
"
PA_MAGa0190,0.6088,"0.7290390534713211
"
PA_MAGa0200,0.6593000000000001,"0.8049605621315785
"
PA_MAGa0210,0.5115999999999999,"0.8498156380967227
"
PA_MAGa0220,0.5588000000000001,"0.715225290500738
"
PA_MAGa0230,0.4913,"0.7406515569750006
"
PA_MAGa0240,0.314,"0.7339723669248083
"
PA_MAGa0250,0.3023,"0.7392156295915685
"
PA_MAGa0260,0.3258,"0.7183731836414523
"
PA_MAGa0270,0.5952000000000001,"0.7821736752958893
"
PA_MAGa0280,0.6753,"0.7693721536254636
"
PA_MAGa0290,0.3396,"0.7290275234984267
"
PA_MAGa0300,0.6509,"0.7426036069569417
"
PA_MAGa0310,0.3043,"0.7697547483058917
"
PA_MAGa0320,0.6053000000000001,"0.752298579289395
"
PA_MAGa0330,0.4968,"0.7493809571916228
"
PA_MAGa0340,0.29410000000000003,"0.7105036353437553
"
PA_MAGa0350,0.5939,"0.7751120417546533
"
PA_MAGa0360,0.3106,"0.7204120918311246
"
PA_MAGa0370,0.4222,"0.6893288992441644
"
PA_MAGa0380,0.35479999999999995,"0.7396709144147796
"
PA_MAGa0390,0.28300000000000003,"0.711687740480869
"
PA_MAGa0400,0.6489,"0.6623614720031725
"
PA_MAGa0410,0.3958,"0.7138140922436614
"
PA_MAGa0420,0.8140999999999999,"0.7812762192870318
"
PA_MAGa0430,0.4953,"0.6852222157188204
"
PA_MAGa0440,0.38380000000000003,"0.7615522971703208
"
PA_MAGa0450,0.5114,"0.6952471560975593
"
PA_MAGa0460,0.5714,"0.7323028039101789
"
PA_MAGa0470,0.6117,"0.7402168819412198
"
PA_MAGa0480,0.4274,"0.7386822825619402
"
PA_MAGa0490,0.5775,"0.7103270860396184
"
PA_MAGa0500,0.3711,"0.7569063644592875
"
PA_MAGa0510,0.32560000000000006,"0.6843982453403155
"
PA_MAGa0520,0.6419,"0.7439961821567119
"
PA_MAGa0530,0.3627,"0.7182485005365028
"
PA_MAGa0540,0.7876000000000001,"0.7768280516290583
"
PA_MAGa0550,0.4228,"0.707180569871988
"
PA_MAGa0560,0.42600000000000005,"0.7373586626374825
"
PA_MAGa0570,0.5660000000000001,"0.7286110322151604
"
PA_MAGa0580,0.5676,"0.7025394513580833
"
PA_MAGa0590,0.5088,"0.7158253282239303
"
PA_MAGa0600,0.4182,"0.7130512618097953
"
PA_MAGa0610,0.47270000000000006,"0.7368093896101042
"
PA_MAGa0620,0.47000000000000003,"0.7412522665636371
"
PA_MAGa0630,0.5579999999999999,"0.7469336283191544
"
PA_MAGa0640,0.2774,"0.6992581532582616
"
PA_MAGa0650,0.6806,"0.785163627940474
"
PA_MAGa0660,0.72,"0.7339349887150062
"
PA_MAGa0670,0.4144,"0.7180947888453468
"
PA_MAGa0680,0.44689999999999996,"0.6918215947413294
"
PA_MAGa0690,0.2857,"0.7307295830467262
"
PA_MAGa0700,0.36729999999999996,"0.7034726714222791
"
PA_MAGa0710,0.5281,"0.7250386993149807
"
PA_MAGa0720,0.3116,"0.6530123194534833
"
PA_MAGa0730,0.2782,"0.6575775103680478
"
PA_MAGa0740,0.2506,"0.6905585146507716
"
PA_MAGa0750,0.659,"0.7494028395788516
"
PA_MAGa0760,0.7903,"0.7225841882566829
"
PA_MAGa0770,0.7931,"0.7655485634448228
"
PA_MAGa0780,0.3611,"0.7301201535644812
"
PA_MAGa0790,0.254,"0.7588872228840328
"
PA_MAGa0800,0.4241,"0.7257904076870477
"
PA_MAGa0810,0.445,"0.7510018344561882
"
PA_MAGa0820,0.6123,"0.6946880854680592
"
PA_MAGa0830,0.29600000000000004,"0.7262635909629802
"
PA_MAGa0840,0.2859,"0.7380433311117593
"
PA_MAGa0850,0.3369,"0.7527014114224185
"
PA_MAGa0860,0.40700000000000003,"0.7431602890937952
"
PA_MAGa0870,0.43710000000000004,"0.6951590112185265
"
PA_MAGa0880,0.4294,"0.732954963224309
"
PA_MAGa0890,0.5819,"0.7659205643582343
"
PA_MAGa0900,0.5811000000000001,"0.7261418686443253
"
PA_MAGa0910,0.45049999999999996,"0.6994846266411516
"
PA_MAGa0920,0.5926,"0.7041850312809674
"
PA_MAGa0930,0.3029,"0.7173677751741501
"
PA_MAGa0940,0.6327,"0.7571605214563114
"
PA_MAGa0950,0.5644,"0.7545228123141218
"
PA_MAGa0960,0.6983,"0.7598136876023537
"
PA_MAGa0970,0.35479999999999995,"0.7396709144147796
"
PA_MAGa0980,0.4222,"0.6893288992441644
"
PA_MAGa0990,0.3106,"0.7204120918311246
"
PA_MAGa1000,0.43340000000000006,"0.722392303516316
"
PA_MAGa1010,0.2672,"0.7480740046536603
"
PA_MAGa1020,0.5663,"0.7538552729572429
"
PA_MAGa1030,0.6623,"0.7208703673209249
"
PA_MAGa1040,0.6496,"0.7613918192027611
"
PA_MAGa1050,0.2607,"0.6896527654646741
"
PA_MAGa1060,0.2561,"0.7203594919725488
"
PA_MAGa1070,0.43560000000000004,"0.7230238190936487
"
PA_MAGa1080,0.6801,"0.7173242045907195
"
PA_MAGa1090,0.2926,"0.7122532827732762
"
PA_MAGa1100,0.4343,"0.6453201696520965
"
PA_MAGa1110,0.35380000000000006,"0.6440195407415604
"
PA_MAGa1120,0.5989,"0.7018564583638646
"
PA_MAGa1130,0.3385,"0.7057214711118142
"
PA_MAGa1140,0.42729999999999996,"0.6690234064724807
"
PA_MAGa1150,0.36210000000000003,"0.7072482658658094
"
PA_MAGa1160,0.6371,"0.7125819600044027
"
PA_MAGa1170,0.3239,"0.7433048058515519
"
PA_MAGa1180,0.4965,"0.714107693682606
"
PE_MAG0010,0.3803,"0.6950279424961114
"
PE_MAG0020,0.2853,"0.7328166839726035
"
PE_MAG0030,0.2889,"0.7461475287735567
"
PE_MAG0040,0.4258,"0.7507393974931308
"
PE_MAG0050,0.2816,"0.7059647675363524
"
PE_MAG0060,0.5769,"0.7272999537468744
"
PE_MAG0070,0.2831,"0.762810880537444
"
PE_MAG0080,0.4086,"0.7055374130353588
"
PE_MAG0090,0.5208,"0.7752941220774332
"
PE_MAG0100,0.41380000000000006,"0.8008670583618505
"
PE_MAG0110,0.7076000000000001,"0.7425200638413225
"
PE_MAG0120,0.52,"0.7471955829831254
"
PE_MAG0130,0.7872,"0.8030639687078197
"
PE_MAG0140,0.3962,"0.7266951073556858
"
PE_MAG0150,0.30350000000000005,"0.7208159086862593
"
PE_MAG0160,0.3473,"0.7377959083606237
"
PE_MAG0170,0.4215,"0.721791919038898
"
PE_MAG0180,0.27140000000000003,"0.7064057811855786
"
PE_MAG0190,0.5751,"0.6797633002284311
"
PE_MAG0200,0.3505,"0.7105613521258184
"
PE_MAG0210,0.35990000000000005,"0.7144158450658161
"
PE_MAG0220,0.6587000000000001,"0.6848536677718893
"
PE_MAG0230,0.3922,"0.6802549232527628
"
PE_MAG0240,0.46130000000000004,"0.6856320461202938
"
PE_MAG0250,0.3832,"0.6939897475268051
"
PE_MAG0260,0.4461,"0.7160501025920765
"
PE_MAG0270,0.6315999999999999,"0.7075326472604575
"
PE_MAG0280,0.3039,"0.6646750399845703
"
PE_MAG0290,0.6619,"0.8262096600408907
"
PE_MAG0300,0.636,"0.7795104176799381
"
PE_MAG0310,0.6034,"0.7464937098795557
"
PE_MAG0320,0.46399999999999997,"0.7253012397245587
"
PE_MAG0330,0.41880000000000006,"0.6983439744514339
"
PE_MAG0340,0.4925,"0.7244690959064076
"
PE_MAG0350,0.43,"0.7387054045118503
"
PE_MAG0360,0.47380000000000005,"0.7994663371680802
"
PE_MAG0370,0.5749000000000001,"0.762295665038049
"
PE_MAG0380,0.4622,"0.7919116415072175
"
PE_MAG0390,0.5124000000000001,"0.7795975431086156
"
PE_MAG0400,0.5574,"0.7002559626683932
"
PE_MAG0410,0.3895,"0.662981727290618
"
PE_MAG0420,0.3038,"0.7223358402945979
"
PE_MAG0430,0.64,"0.7093085507140132
"
PE_MAG0440,0.48360000000000003,"0.7355565789785481
"
PE_MAG0450,0.31670000000000004,"0.6805800668472555
"
PE_MAG0460,0.3103,"0.6878588549811695
"
PE_MAG0470,0.30770000000000003,"0.7296354651994273
"
PE_MAG0480,0.39780000000000004,"0.717708976843552
"
PE_MAG0490,0.5292,"0.7036626941792992
"
PE_MAG0500,0.5797,"0.755117276033512
"
PE_MAG0510,0.643,"0.7214308517186562
"
PE_MAG0520,0.5617,"0.7447548361680875
"
PE_MAG0530,0.4781,"0.6917790815870777
"
PE_MAG0540,0.4962,"0.7372858983829252
"
PE_MAG0550,0.30670000000000003,"0.7658966205166228
"
PE_MAG0560,0.6333,"0.836315453524262
"
PE_MAG0570,0.5445000000000001,"0.7454160135010098
"
PE_MAG0580,0.517,"0.7172227727945387
"
PE_MAG0590,0.3694,"0.7641532905321287
"
PE_MAG0600,0.5497,"0.7735211670192479
"
PE_MAG0610,0.5816,"0.7711952025761233
"
PE_MAG0620,0.4783,"0.7333873409409905
"
PE_MAG0630,0.44020000000000004,"0.7338976979836894
"
PE_MAG0640,0.6106,"0.742257129172058
"
PE_MAG0650,0.6803,"0.7723124377474017
"
PE_MAG0660,0.3465,"0.6771418061019027
"
PE_MAG0670,0.6256,"0.7359669428444989
"
PE_MAG0680,0.26530000000000004,"0.709034510786674
"
PE_MAG0690,0.5421,"0.6970069178109661
"
PE_MAG0700,0.684,"0.7211940325572197
"
PE_MAG0710,0.5034000000000001,"0.7304338630495851
"
PE_MAG0720,0.6007,"0.7507953674080764
"
PE_MAG0730,0.3929,"0.7235303598453426
"
PE_MAG0740,0.36960000000000004,"0.697019429329592
"
PE_MAG0750,0.4706,"0.8532980119152738
"
PE_MAG0760,0.2727,"0.7496757421093914
"
PE_MAG0770,0.419,"0.7719226890978413
"
PE_MAG0780,0.5266,"0.7352877787284562
"
PE_MAG0790,0.41270000000000007,"0.7093849002940036
"
PE_MAG0800,0.402,"0.6948545145513966
"
PE_MAG0810,0.5587,"0.759512295371719
"
PE_MAG0820,0.56,"0.749933224296384
"
PE_MAG0830,0.2686,"0.6877077477354242
"
PE_MAG0840,0.3241,"0.7366571993170632
"
PE_MAG0850,0.4068,"0.6550405262043383
"
PE_MAG0860,0.33549999999999996,"0.7035395846339755
"
PE_MAG0870,0.3489,"0.7217638505970788
"
PE_MAG0880,0.2841,"0.723416096487196
"
PE_MAG0890,0.5,"0.7822113210287898
"
PE_MAG0900,0.261,"0.7235472701486841
"
PE_MAG0910,0.4919,"0.7042392656087059
"
PE_MAG0920,0.3104,"0.7576141861127075
"
PE_MAG0930,0.455,"0.7170495330115394
"
PE_MAG0940,0.45890000000000003,"0.6986126394729737
"
PE_MAG0950,0.37670000000000003,"0.6955562549486864
"
PE_MAG0960,0.44170000000000004,"0.7148208768929901
"
PE_MAG0970,0.281,"0.7005227044277966
"
PE_MAG0980,0.5952000000000001,"0.783266298670099
"
PE_MAG0990,0.2909,"0.6916741910784
"
PE_MAG1000,0.6818000000000001,"0.7807183018316363
"
PE_MAG1010,0.3396,"0.72327621242074
"
PE_MAG1020,0.6531999999999999,"0.7597507011167668
"
PE_MAG1030,0.6055,"0.7568566207201108
"
PE_MAG1040,0.4919,"0.7616243808911589
"
PE_MAG1050,0.29410000000000003,"0.7229482639391417
"
PE_MAG1060,0.5939,"0.7623432314954536
"
PE_MAG1070,0.2867,"0.7646281182548849
"
PE_MAG1080,0.42240000000000005,"0.7738279700821059
"
PE_MAG1090,0.2994,"0.7791371059415296
"
PE_MAG1100,0.5344,"0.7093617226017896
"
PE_MAG1110,0.7219,"0.7951689650336966
"
PE_MAG1120,0.3354,"0.7013591202629081
"
PE_MAG1130,0.329,"0.6863138408837351
"
PE_MAG1140,0.2528,"0.7419451070085542
"
PE_MAG1150,0.5145000000000001,"0.7821321810265959
"
PE_MAG1160,0.4708,"0.7008118471015669
"
PE_MAG1170,0.5374,"0.726069124465199
"
PE_MAG1180,0.7115,"0.7426161814664369
"
PE_MAG1190,0.2605,"0.6722707421873436
"
PE_MAG1200,0.2824,"0.75348870538202
"
PE_MAG1210,0.4279,"0.6584481115816159
"
PE_MAG1220,0.6207,"0.7432852334905519
"
PE_MAG1230,0.3258,"0.7290119425141048
"
PE_MAG1240,0.255,"0.6431237428119538
"
PE_MAG1250,0.6298,"0.7656766705875007
"
PE_MAG1260,0.3368,"0.7748288300952767
"
PE_MAG1270,0.36210000000000003,"0.7301670354067789
"
PE_MAG1280,0.5540999999999999,"0.6866929976176975
"
PE_MAG1290,0.396,"0.7634765215114737
"
PE_MAG1300,0.5023,"0.6915420841784014
"
PE_MAG1310,0.5475,"0.7174706820801859
"
